CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
1.822,0.829,0.834,0,0,2.509,between 3.15175 and 3.9875
3.651,1.151,0.911,0,2,2.278,between 3.9875 and 4.9075
2.435,1.113,1.109,0,1,2.354,less than 3.15175
3.277,0.486,1.343,0,0,2.604,between 3.15175 and 3.9875
3.629,0.331,1.478,0,1,2.821,between 3.15175 and 3.9875
2.744,0.496,0.753,0,0,3.018,between 3.9875 and 4.9075
3.605,0.0,1.15,0,0,3.562,between 3.9875 and 4.9075
2.024,0.977,1.328,0,0,2.604,greater than 4.9075
2.462,0.223,1.625,1,0,0.655,between 3.15175 and 3.9875
3.402,0.604,1.517,0,0,3.451,greater than 4.9075
3.361,0.223,1.437,1,2,2.021,between 3.15175 and 3.9875
1.886,0.988,0.764,0,0,2.343,between 3.15175 and 3.9875
4.037,0.134,1.563,0,0,3.806,greater than 4.9075
2.565,0.693,1.987,0,2,0.057,between 3.9875 and 4.9075
2.125,0.638,0.831,0,0,1.348,between 3.15175 and 3.9875
2.359,0.405,0.814,0,0,0.893,greater than 4.9075
2.548,0.947,1.051,1,0,1.66,between 3.15175 and 3.9875
2.448,0.638,0.921,0,0,1.701,between 3.15175 and 3.9875
2.594,0.251,0.861,0,0,1.68,less than 3.15175
1.5,0.405,1.669,0,1,-0.386,less than 3.15175
2.634,0.223,1.298,0,0,0.943,less than 3.15175
3.18,1.281,1.246,0,0,2.492,greater than 4.9075
2.122,1.621,1.511,0,0,2.64,greater than 4.9075
3.98,0.223,1.578,0,0,3.806,between 3.9875 and 4.9075
2.11,0.773,0.773,0,1,2.57,between 3.15175 and 3.9875
2.111,1.477,1.298,0,0,3.225,greater than 4.9075
2.126,1.278,0.896,0,0,4.634,greater than 4.9075
2.359,0.405,0.814,0,0,0.893,between 3.9875 and 4.9075
2.665,0.251,1.762,0,0,-0.534,less than 3.15175
2.217,0.659,0.788,0,0,1.758,between 3.15175 and 3.9875
3.611,0.331,2.017,0,0,1.393,less than 3.15175
2.95,1.772,1.351,0,4,3.11,greater than 4.9075
5.926,0.134,1.671,0,0,6.203,between 3.9875 and 4.9075
2.233,0.64,0.92,1,0,2.37,between 3.9875 and 4.9075
3.026,0.405,1.787,0,1,1.373,between 3.15175 and 3.9875
2.594,0.251,1.287,0,0,0.454,less than 3.15175
3.08,0.223,1.583,0,1,1.442,less than 3.15175
4.219,1.033,0.963,0,1,4.246,greater than 4.9075
3.137,0.405,1.312,0,2,0.749,less than 3.15175
2.439,0.93,0.924,0,0,1.748,between 3.9875 and 4.9075
3.461,0.223,1.12,0,0,2.813,between 3.9875 and 4.9075
4.63,0.405,1.458,2,1,5.579,less than 3.15175
2.217,0.872,0.875,0,0,1.769,between 3.9875 and 4.9075
3.249,2.071,1.327,0,0,3.948,greater than 4.9075
3.452,0.331,1.098,0,1,2.54,between 3.15175 and 3.9875
1.786,0.702,1.081,0,0,-1.265,greater than 4.9075
3.103,0.134,1.016,0,0,2.193,between 3.15175 and 3.9875
4.031,1.113,1.106,1,2,4.579,greater than 4.9075
1.977,1.112,0.881,0,0,2.37,between 3.9875 and 4.9075
2.878,0.134,1.684,0,0,0.8,less than 3.15175
2.441,0.88,1.54,0,2,0.057,greater than 4.9075
2.08,0.891,0.816,0,0,2.729,greater than 4.9075
3.111,0.331,1.011,0,1,2.042,between 3.15175 and 3.9875
2.568,0.582,0.931,0,0,2.461,between 3.15175 and 3.9875
2.429,0.83,1.696,0,0,2.604,between 3.15175 and 3.9875
3.065,1.079,0.825,0,0,5.472,greater than 4.9075
1.832,1.209,1.364,0,0,-0.792,between 3.15175 and 3.9875
4.029,0.965,1.729,0,0,4.038,between 3.9875 and 4.9075
2.98,0.251,1.959,0,0,-0.063,less than 3.15175
