CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.311,0.56,0.927,0,1,3.461,greater than 4.9075
4.628,1.209,1.968,0,0,2.437,between 3.9875 and 4.9075
3.08,0.223,1.462,2,0,1.442,less than 3.15175
1.594,0.223,1.068,0,0,0.202,between 3.9875 and 4.9075
2.094,0.827,0.86,0,0,1.886,greater than 4.9075
3.358,1.348,1.328,0,0,1.89,between 3.15175 and 3.9875
2.08,0.891,0.816,0,0,2.729,greater than 4.9075
3.645,0.223,1.155,0,0,3.105,between 3.9875 and 4.9075
2.26,0.604,0.836,0,0,3.045,between 3.9875 and 4.9075
2.079,0.988,0.836,0,1,2.481,less than 3.15175
2.16,1.16,1.607,0,0,1.94,less than 3.15175
3.086,0.948,0.751,0,0,3.586,greater than 4.9075
3.9,0.429,1.572,0,1,2.297,between 3.15175 and 3.9875
3.137,0.405,1.312,0,2,0.749,less than 3.15175
2.802,0.223,1.6,1,0,1.064,between 3.15175 and 3.9875
2.836,0.693,1.43,0,2,0.434,between 3.15175 and 3.9875
2.126,0.251,1.719,0,0,0.087,less than 3.15175
2.217,0.659,0.788,0,0,1.758,between 3.15175 and 3.9875
2.665,0.251,1.762,0,0,-0.534,less than 3.15175
1.925,1.16,0.801,0,0,3.314,between 3.9875 and 4.9075
3.629,0.223,0.802,0,0,3.571,between 3.9875 and 4.9075
3.332,0.134,1.519,0,0,2.51,between 3.15175 and 3.9875
3.26,0.405,0.921,0,0,2.782,between 3.9875 and 4.9075
