theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.783989,-1.083619,0.604419,1.011349,0.994799,-0.986469,-0.760129,0.939211,greater than 0.9013542725
0.670459,-0.628879,1.070959,-0.893879,-0.676459,1.043119,-1.012099,-0.962459,less than 0.523583695
0.943649,1.070659,-0.916859,-0.702199,-0.982639,-0.630619,-0.965619,0.651199,less than 0.523583695
0.796599,0.757539,0.865199,-0.936399,0.632199,-1.127699,-0.911599,0.778199,greater than 0.9013542725
1.090999,-1.278499,-0.925499,-0.654659,0.792299,-1.033499,1.061699,0.690299,between 0.523583695 and 0.708821715
-0.941399,-0.825799,-1.071999,1.011399,-1.028099,0.833099,-1.078599,0.686499,between 0.708821715 and 0.9013542725
0.637199,-0.729699,-1.025899,0.949199,-1.016199,-0.882899,-0.943399,0.640299,greater than 0.9013542725
0.849099,-0.669099,0.787899,-1.061699,-0.823299,-0.960299,0.682599,-1.012399,less than 0.523583695
0.624499,-1.178499,-0.753999,-0.941299,0.671199,-0.697299,1.037499,-0.658699,between 0.523583695 and 0.708821715
-0.985099,-0.858699,-1.203099,0.982199,-0.760399,-0.644199,0.821799,-0.734899,greater than 0.9013542725
0.936399,0.785299,-1.120299,0.651399,-1.032799,1.063099,-0.853099,0.722099,between 0.523583695 and 0.708821715
-1.088799,-1.201499,0.881199,0.689399,-0.908699,-0.864999,0.925299,-1.026499,between 0.708821715 and 0.9013542725
-0.699499,-1.205499,0.645099,-0.999499,-0.783299,-0.778799,0.667499,0.917299,less than 0.523583695
-1.300899,-0.776499,1.032399,0.996499,-0.945299,1.062099,-0.796699,0.633099,between 0.523583695 and 0.708821715
-1.336499,-0.933299,-0.982499,-1.037099,-1.088299,-0.963099,-0.926099,0.784099,greater than 0.9013542725
-0.926099,-0.912099,-0.921999,0.987499,-1.044099,0.983399,-0.823099,-0.900099,less than 0.523583695
0.940099,0.968099,1.036099,0.876099,0.941099,-0.969099,-1.062099,-0.968099,greater than 0.9013542725
-0.784099,1.031099,-0.869099,1.066099,0.999099,0.891099,-0.911099,0.729099,between 0.523583695 and 0.708821715
-1.065099,-0.840099,0.951099,-0.831099,-1.014099,-0.972099,-0.792099,-0.853099,between 0.708821715 and 0.9013542725
-0.893099,-0.998099,-0.904099,-0.901099,1.010099,-0.853099,0.943099,-0.847099,less than 0.523583695
-0.755099,0.932099,-0.977099,1.078099,-0.933099,-0.855099,-1.000099,0.855099,between 0.523583695 and 0.708821715
0.849099,0.911099,1.012099,0.989099,0.967099,-0.969099,-0.902099,-0.961099,greater than 0.9013542725
1.042099,-0.883099,0.936099,1.003099,0.989099,1.006099,-0.994099,-0.923099,between 0.523583695 and 0.708821715
1.007099,-0.971099,1.026099,-0.989099,0.966099,-0.989099,0.984099,-0.907099,greater than 0.9013542725
0.946099,0.943099,-1.009099,-1.045099,1.002099,0.983099,-0.963099,-0.946099,less than 0.523583695
-0.934099,-0.907099,-1.046099,-0.967099,-0.986099,-0.924099,-0.987099,1.015099,between 0.708821715 and 0.9013542725
0.992099,1.045099,0.901099,-0.962099,-0.985099,-0.929099,0.977099,-1.037099,greater than 0.9013542725
0.999099,-0.924099,-0.944099,-1.023099,0.992099,-0.991099,-0.976099,-0.958099,less than 0.523583695
-0.993099,-1.046099,-0.999099,0.981099,-0.969099,0.957099,-1.002099,0.949099,between 0.523583695 and 0.708821715
0.946099,-0.936099,-0.961099,1.021099,1.048099,-0.938099,0.977099,0.924099,greater than 0.9013542725
