theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.5,-0.6,0.7,-0.8,0.9,-1.0,0.1,-0.2,between 0.523583695 and 0.708821715
-0.8,0.9,-1.0,0.1,-0.2,0.3,-0.4,0.5,greater than 0.9013542725
-0.9,0.1,-0.2,0.3,-0.4,0.5,-0.6,0.7,between 0.708821715 and 0.9013542725
0.9,-0.1,0.2,-0.3,0.4,-0.5,0.6,-0.7,less than 0.523583695
-0.1,0.2,-0.3,0.4,-0.5,0.6,-0.7,0.8,between 0.523583695 and 0.708821715
-0.4,0.5,-0.6,0.7,-0.8,0.9,-1.0,0.1,greater than 0.9013542725
0.2,-0.3,0.4,-0.5,0.6,-0.7,0.8,-0.9,between 0.708821715 and 0.9013542725
-0.3,0.4,-0.5,0.6,-0.7,0.8,-0.9,0.1,less than 0.523583695
0.7,-0.8,0.9,-1.0,0.1,-0.2,0.3,-0.4,between 0.523583695 and 0.708821715
-0.4,0.5,-0.6,0.7,-0.8,0.9,-1.0,0.2,greater than 0.9013542725
-0.2,0.3,-0.4,0.5,-0.6,0.7,-0.8,0.9,between 0.708821715 and 0.9013542725
-0.5,0.6,-0.7,0.8,-0.9,0.1,-0.2,0.3,less than 0.523583695
0.6,-0.7,0.8,-0.9,0.1,-0.2,0.3,-0.4,between 0.523583695 and 0.708821715
0.1,-0.2,0.3,-0.4,0.5,-0.6,0.7,-0.8,greater than 0.9013542725
-0.8,0.9,-1.0,0.1,-0.2,0.3,-0.4,0.5,between 0.708821715 and 0.9013542725
-0.3,0.4,-0.5,0.6,-0.7,0.8,-0.9,0.1,less than 0.523583695
-0.6,0.7,-0.8,0.9,-1.0,0.1,-0.2,0.3,between 0.523583695 and 0.708821715
0.4,-0.5,0.6,-0.7,0.8,-0.9,0.1,-0.2,greater than 0.9013542725
0.8,-0.9,0.1,-0.2,0.3,-0.4,0.5,-0.6,between 0.708821715 and 0.9013542725
-0.1,0.2,-0.3,0.4,-0.5,0.6,-0.7,0.8,less than 0.523583695
0.3,-0.4,0.5,-0.6,0.7,-0.8,0.9,-1.0,between 0.523583695 and 0.708821715
0.5,-0.6,0.7,-0.8,0.9,-1.0,0.1,-0.2,greater than 0.9013542725
-0.5,0.6,-0.7,0.8,-0.9,0.1,-0.2,0.3,between 0.708821715 and 0.9013542725
0.7,-0.8,0.9,-1.0,0.1,-0.2,0.3,-0.4,less than 0.523583695
0.6,-0.7,0.8,-0.9,0.1,-0.2,0.3,-0.4,between 0.523583695 and 0.708821715
-0.4,0.5,-0.6,0.7,-0.8,0.9,-1.0,0.1,greater than 0.9013542725
-0.2,0.3,-0.4,0.5,-0.6,0.7,-0.8,0.9,between 0.708821715 and 0.9013542725
-0.8,0.9,-1.0,0.1,-0.2,0.3,-0.4,0.5,less than 0.523583695
-0.1,0.2,-0.3,0.4,-0.5,0.6,-0.7,0.8,between 0.523583695 and 0.708821715
0.9,-0.1,0.2,-0.3,0.4,-0.5,0.6,-0.7,greater than 0.9013542725
0.4,-0.5,0.6,-0.7,0.8,-0.9,0.1,-0.2,between 0.708821715 and 0.9013542725
0.1,-0.2,0.3,-0.4,0.5,-0.6,0.7,-0.8,less than 0.523583695
-0.7,0.8,-0.9,0.1,-0.2,0.3,-0.4,0.5,between 0.523583695 and 0.708821715
0.2,-0.3,0.4,-0.5,0.6,-0.7,0.8,-0.9,greater than 0.9013542725
-0.3,0.4,-0.5,0.6,-0.7,0.8,-0.9,0.1,between 0.708821715 and 0.9013542725
0.5,-0.6,0.7,-0.8,0.9,-1.0,0.1,-0.2,less than 0.523583695
-0.2,0.3,-0.4,0.5,-0.6,0.7,-0.8,0.9,between 0.523583695 and 0.708821715
-0.4,0.5,-0.6,0.7,-0.8,0.9,-1.0,0.1,greater than 0.9013542725
