state,county_fips,week,mask_mandate,gop_vote_share_2016,deaths_per_10k,COVID_news,retail_visit_per_hundred,COVID_news_cable,urban_population_percentage,image_users,mask_users,population_density,week_counter,week_counter_log,population,mask_user_pct
North Carolina,16052.035074424193,2020-03-01 to 2020-03-07,No,49.61482156450558,,,7.946408393664442,,13.872039750120734,15.302150821670224,0.6443817213052546,212.29348767630432,,,35951.444628376084,0.0007815143357849074
Louisiana,34871.70899250662,2020-03-01 to 2020-03-07,No,58.90640519045904,,,2.0049883842656726,,97.35026722568828,10.51718924960501,0.04847361645805237,410.61555197209213,,,505162.5734435902,0.0026683667015789344
California,3221.1194156923752,2020-03-01 to 2020-03-07,No,55.21155014390616,,,3.0343468492656287,,83.357909299012,11809.456870589793,1.152165066880816,26389.943451026593,,,5540529.265425535,0.0007997439857016753
New Jersey,41604.82467020884,2020-03-01 to 2020-03-07,No,12.979680815302785,,,2.4629690553542973,,53.591850961816,8751.862476879523,19.61620690794994,950.1427030623302,,,101185.18980505505,0.006738191976794173
South Dakota,47163.541912287204,2020-03-01 to 2020-03-07,No,58.957229678384465,,,2.62841731808351,,83.17458708031043,29.965601225331937,0.48712435409017796,202.353801874753,,,74094.87245679088,0.0013611415732469898
Louisiana,3094.0954275044005,2020-03-01 to 2020-03-07,No,68.9216952623614,,,3.0395938944120435,,71.286529316077,15511.75950100297,1.2104194002813293,70.70626425420059,,,27535.23568519479,0.004715908950316235
Maryland,17491.033027708014,2020-03-01 to 2020-03-07,No,65.1093262035924,,,1.4816840385675558,,19.938039270226696,423.587487600287,1.6784143649889403,8742.68420153649,,,95591.83706867101,0.006838022083228863
Kansas,37665.51643598949,2020-03-01 to 2020-03-07,No,61.63919916626498,,,2.5270408700174545,,83.74098823908166,1.8570293790774302,2.201830242381768,126.4117112902065,,,179111.59609233314,0.15306982405335223
Missouri,52245.99314596836,2020-03-01 to 2020-03-07,No,23.925221137536102,,,3.5085809127632754,,94.03298891933086,43.14897387206121,0.5835259905441046,115.78772310217948,,,80002.7177460638,0.0030635197884707785
South Dakota,13785.579936417707,2020-03-01 to 2020-03-07,No,84.78936530442331,,,3.335407581403362,,38.33879935345981,115.97441592273904,0.5096123362956345,238.1763700787362,,,4697970.085449237,5.906633409054505e-05
Ohio,46656.98540559974,2020-03-01 to 2020-03-07,No,76.71500956877767,,,4.745992823153217,,67.36374868442857,5.242457841870395,1.6819696355448368,317.3840566726304,,,25957.13657626513,0.12831485839681203
New York,1399.9860619913886,2020-03-01 to 2020-03-07,No,27.771998852358642,,,2.4806442183224306,,38.835705414378,11.203129861369925,0.4375871447156139,322.6432261589919,,,62853.24884049548,0.0030659906546335724
Missouri,41612.399482513356,2020-03-01 to 2020-03-07,No,66.82782547810649,,,6.683549972264188,,91.90533652811662,4566.338132904724,2.462553752025817,378.8070913112953,,,261271.7291111103,0.0018946522722153502
Michigan,31639.661863634803,2020-03-01 to 2020-03-07,No,69.99366343161883,,,7.4900801916083,,1.3466997259714155,19.281296057469742,41.692392251851416,66.6927821405741,,,71138.18973606016,0.033128771692290754
Alaska,11201.867363584799,2020-03-01 to 2020-03-07,No,67.52374358196091,,,2.0895416213099134,,69.90636265198498,1.0700432824421386,0.782209967488211,120.14549630841287,,,183207.0319427036,0.0033135916432558486
Colorado,2026.076168735669,2020-03-01 to 2020-03-07,No,55.62601853275745,,,8.21142261164594,,36.07257131404062,493.6277626103079,0.6519578584591091,187.63160487631725,,,22071.77202076166,0.0033732068531326606
Georgia,32698.194016368634,2020-03-01 to 2020-03-07,No,77.74245072089856,,,3.6650486143511136,,68.7483706932368,186.93491331966715,32.8694039087037,230.30378761482604,,,33424.40362235769,0.04821994643210077
Oklahoma,38744.637305676544,2020-03-01 to 2020-03-07,No,70.9757733810233,,,6.038948082940052,,79.02866119345867,6330.825856134885,0.5100866290551289,271.7536696026219,,,143154.3326609463,0.0007730375838707331
New Jersey,24193.819162780852,2020-03-01 to 2020-03-07,No,53.896323065633375,,,3.632434968177408,,63.421263694884445,2.2714809150156463,0.28266245121678046,65.68040245055157,,,82203.4089866957,0.002261221945918578
Michigan,5163.22794207765,2020-03-01 to 2020-03-07,No,72.67267657978178,,,3.415270196313959,,23.313654469384055,179.38721684991378,0.13174183084512192,2241.4316450568567,,,179329.26274739866,0.0035121485914358405
Michigan,40804.81644181723,2020-03-01 to 2020-03-07,No,63.14855476829913,,,3.318273894883963,,69.23083877251678,25.55141491807443,0.6871604682317809,46.49812830634842,,,95328.55241469106,0.0015842581883592345
Missouri,28233.544176708514,2020-03-01 to 2020-03-07,No,38.533838790932236,,,2.416416726559731,,73.5853727042745,3.5158749682595745,0.5108561781339529,91.50718232433583,,,69900.16691055744,0.0026305863671873277
Maryland,10272.999980219982,2020-03-01 to 2020-03-07,No,55.46031254537731,,,3.4152201913144946,,81.3608879063025,10.530740312715274,0.17256095157227025,57.389151450600096,,,495879.2711176145,0.002671299876088811
Washington,38370.72044541135,2020-03-01 to 2020-03-07,No,61.127383236032976,,,2.1203778399694873,,64.59189672409211,160.11041051113565,0.9308142081990264,67.75175488410264,,,27460.610192162156,0.0015450154564448518
Washington,38628.41963861042,2020-03-01 to 2020-03-07,No,48.25746390109117,,,5.030258208110585,,69.45034271598372,40.52751362607,20.13400668897852,196.023103479077,,,362235.5476184998,0.01686716283688764
Alaska,38714.0465161641,2020-03-01 to 2020-03-07,No,58.00655026572322,,,1.341129869789256,,51.664445369388794,4.948448088233934,108.09064593059193,138.8250721904254,,,83871.65057275332,0.1541857071986769
Alabama,50806.11162807143,2020-03-01 to 2020-03-07,No,47.24584577933405,,,7.92769302233799,,56.770309361623276,19.293958789440406,1.820591307095054,8.010088151786654,,,113593.9948757131,0.17668283526340112
California,14479.889332612667,2020-03-01 to 2020-03-07,No,53.463051813435705,,,2.263619354351981,,60.435135192764236,27.401568349733786,2.014112897557162,46.026873547232285,,,202191.48206953728,0.09044684306570074
Kansas,37849.3120184309,2020-03-01 to 2020-03-07,No,60.16972043135409,,,1.9574649483682547,,86.95520337715227,19.458719882893206,12.913745438034567,338.4794886203749,,,80147.55914579605,0.15187013967045954
Alaska,29096.995873181797,2020-03-01 to 2020-03-07,No,78.00246772587562,,,5.771603924621027,,70.69817489884427,137.18450548235035,34.77134209418279,350.3332601242387,,,275704.38522042864,0.06063820346625694
Oklahoma,40293.65478479884,2020-03-01 to 2020-03-07,No,50.74353876173191,,,3.2963372240289712,,89.76587437185967,87.24033583629746,28.14298829112846,66165.14912907906,,,5829654.182740467,0.1338997284700296
Michigan,25551.638331921582,2020-03-01 to 2020-03-07,No,43.697415725022246,,,1.6935133328588319,,92.42642888867876,15597.38973248897,0.7878351431869149,221.68268083920364,,,6683504.389009832,0.0016083415346559806
Utah,29771.86118487552,2020-03-01 to 2020-03-07,No,20.802280706172766,,,2.5703849888806647,,99.78760255514926,83.11206137790711,0.14583151617915913,131.23257404197156,,,23494.440610902406,0.002973188793114013
Indiana,12573.245370784534,2020-03-01 to 2020-03-07,No,62.01786426274578,,,3.222343432884941,,45.22968985536661,8.95007210202352,2.5764171060154664,53.88942653207861,,,457262.1959265289,0.08524673621418465
Indiana,4218.728294614797,2020-03-01 to 2020-03-07,No,61.61367432781198,,,2.936228293988761,,76.8033003845702,3.0324894340176574,0.194080792182325,331.59905151230004,,,33152.087171982814,0.0002311688619005896
Connecticut,18033.52949928464,2020-03-01 to 2020-03-07,No,72.38165017382815,,,2.1435720951395534,,77.99239984314745,10977.978331649876,103.02034375992866,58.2483276854618,,,146909.35813394198,0.006619375869046623
Missouri,50017.573119466855,2020-03-01 to 2020-03-07,No,70.27806516430066,,,3.6169861326099904,,86.7908987526346,139.97222684489387,2.713890282217916,309.253605577411,,,102725.2701501248,0.005947032787869518
Oregon,51164.65755440154,2020-03-01 to 2020-03-07,No,66.09460477893313,,,1.0360512993323094,,75.86221560561496,88.8936284563684,3.092592122710241,31413.660202039522,,,64495.00143141749,0.012527394503279065
Idaho,6802.4981169708735,2020-03-01 to 2020-03-07,No,62.71594198639975,,,6.311773616614964,,97.15705280559351,41.911836666362134,2.9536152102148803,269.32751104999164,,,19095.44179030384,0.09637710212688257
Nebraska,52659.453567139244,2020-03-01 to 2020-03-07,No,48.82365955793183,,,2.7604723165388196,,85.74157864906412,50.85597560733053,0.22290348596245757,890.2603073755068,,,186370.0057949395,0.0018106027138853065
Maine,1677.938391954929,2020-03-01 to 2020-03-07,No,42.879713462019865,,,1.748083946160234,,83.79428056699966,3.6729333592571605,0.8116404339324645,66.54634800478685,,,16721.441026751396,0.0035339360831870927
New York,10759.959064179522,2020-03-01 to 2020-03-07,No,74.91361404595568,,,1.1592200957616179,,88.63753444726716,113.34034648635802,1.4030125910864713,688.6068438137067,,,65644.2848557507,0.008667284928687615
Illinois,16848.51751281412,2020-03-01 to 2020-03-07,No,46.32930836229304,,,4.5901203418434475,,68.01278788813735,20.940441282349344,1.9947080030597149,335.6522932109335,,,156614.69834025344,0.014921949181814467
Minnesota,13587.536090949527,2020-03-01 to 2020-03-07,No,53.78772852252726,,,2.572754700700007,,73.368625711956,211.05993946746497,80.78473847236397,160.1027578835913,,,7025932.393454791,0.1355804032933826
Indiana,12545.921476060586,2020-03-01 to 2020-03-07,No,52.38963245139306,,,2.018160657702614,,78.79323604983122,24.89007437509238,2.5051552317856554,295.71232432218153,,,254873.38769287296,0.15607071589170388
North Carolina,51184.54249119452,2020-03-01 to 2020-03-07,No,71.00773676564094,,,4.112536396438636,,47.14794312530832,37.6921232614445,1.3203745667811093,43.90184299110292,,,494960.562274477,0.17198552034045775
Mississippi,33561.53162694135,2020-03-01 to 2020-03-07,No,61.19576627696313,,,5.947193172738671,,86.45597306522124,2586.8098395064367,0.3952903183971106,92.81110646366821,,,209319.94116176298,0.000712468542837184
Tennessee,21584.785319170813,2020-03-01 to 2020-03-07,No,68.46887015778555,,,2.523734411208515,,48.637267300789574,92.92928928703007,0.29826322225891244,58.4270838801947,,,120516.73244025419,0.002640335184290258
Nebraska,39827.06265474829,2020-03-01 to 2020-03-07,No,52.640908200751134,,,1.7681833078424403,,15.297440492028331,119.57457503736727,2.683402931303685,420.4306009456541,,,193952.61556232956,0.00951830956898184
Colorado,19799.362395678163,2020-03-01 to 2020-03-07,No,58.598311566587974,,,2.3948417755001663,,76.38432737997476,143.33937800929118,66.72732183609735,19263.68846881121,,,259433.65397740065,0.05533610071562059
Nebraska,21751.998337792593,2020-03-01 to 2020-03-07,No,31.85314258247162,,,1.0703888969560884,,93.11518283927727,2.4848203875841857,0.5480426281713169,278.7848839807512,,,8083634.00418509,0.00343964617823443
Kansas,40156.05963318354,2020-03-01 to 2020-03-07,No,65.22505015945877,,,4.644821856850887,,71.70241900819295,87.87019855286108,0.22174636007600002,27.24343072161195,,,620183.9774605603,0.002401995035870658
West Virginia,14040.05206275413,2020-03-01 to 2020-03-07,No,11.639946716970227,,,3.0336306202199683,,58.21510325165024,40.98687540133473,85.01592875101831,334.14120370251777,,,28765.935723152135,0.1435929704574299
Colorado,33566.65859114073,2020-03-01 to 2020-03-07,No,64.22170602581957,,,1.23195242415676,,68.68229525259048,12.792168157847346,0.4538596939708276,189.16404970697855,,,115071.90169593462,0.002768247443893598
Kansas,24092.273590952125,2020-03-01 to 2020-03-07,No,61.59953159448344,,,4.0514413796608775,,61.143213734778925,15006.257874569203,97.17989187773856,300.339633695368,,,60584.60906739596,0.004280614154252245
Oregon,55002.46590056647,2020-03-01 to 2020-03-07,No,58.72238191258912,,,4.512218400986687,,71.50888310585991,37.741528559091506,82.62840491778682,1123.2341045323808,,,51986.23952902602,0.16162029549825035
Arkansas,39938.96855400572,2020-03-01 to 2020-03-07,No,79.90782495267037,,,3.3072197785028083,,10.691397978720321,221.75260768119324,2.823261954767187,204.82118513605346,,,103591.87580281543,0.007079633945308382
Arkansas,45026.145697342086,2020-03-01 to 2020-03-07,No,56.849156853209934,,,2.5957826902992975,,39.71831045645062,38.45141925384429,1.0526800441190307,96.74690423346692,,,600463.1191530805,0.06297714156787357
North Carolina,14327.709441694298,2020-03-01 to 2020-03-07,No,39.88208775894947,,,4.890862610173874,,84.16294012838095,1.055356532903811,0.8413003284126046,977.302160868167,,,114651.56510006505,0.0031245443261184087
Pennsylvania,25494.652502899142,2020-03-01 to 2020-03-07,No,66.6095257909,,,0.9924879699918404,,74.38616254827569,3.2974559403203383,0.7042241394623172,170.76764946930425,,,28799.9875984102,0.0028973803918673486
Florida,26079.317854152552,2020-03-01 to 2020-03-07,No,58.88096501320364,,,3.7686294986617264,,88.52430147798631,9311.869283206284,0.5109439425611311,402.2787600856752,,,60144.15276176263,0.0006783071450129681
South Dakota,53131.74498805628,2020-03-01 to 2020-03-07,No,38.639515763094536,,,2.52410103307864,,30.65469810969927,4.666816785150932,0.9258677717102066,254.58154139446196,,,9306585.180315519,0.0032606020981320585
Utah,52455.01480872568,2020-03-01 to 2020-03-07,No,56.63475783773296,,,4.687427485403454,,62.83920632077202,52.831678768754294,0.5355859768507657,750.5305860550213,,,260061.21147924132,0.0024409761448824646
Mississippi,52432.593783073506,2020-03-01 to 2020-03-07,No,60.75410781234639,,,1.1567466040347087,,62.83080037303557,103.54340832877399,2.6622982074593677,196.26824846324124,,,90846.15847090753,0.011219019222598974
Maryland,51343.63712800248,2020-03-01 to 2020-03-07,No,59.74686637751298,,,6.466812653329919,,94.76964072052687,8741.89929881875,0.8520839096971161,81.92281674592633,,,23087.32673771357,0.0018000309814578382
Missouri,33454.59726063577,2020-03-01 to 2020-03-07,No,77.6780777571181,,,3.6727964532469164,,18.017673914351434,8.67647296655139,0.285907370269016,1083.8760583169792,,,164159.65035226772,0.0024695363935899653
Kansas,8900.581077197716,2020-03-01 to 2020-03-07,No,44.743987921594346,,,2.7637838400166195,,98.29301066230623,48.83009657657364,2.5158275096705625,383.88733032610935,,,104292.70695132027,0.12326032522650769
Indiana,17158.809762065706,2020-03-01 to 2020-03-07,No,58.03322812797294,,,3.0487210113707004,,61.285630979289905,15.156226258600059,1.5287090042177656,243.72976515146053,,,357232.7156257087,0.15191978852061666
Alabama,3120.8174481285505,2020-03-01 to 2020-03-07,No,43.39451467661507,,,1.964688238038831,,79.94521598598615,35.14397515729489,0.4336409673532865,273.1934067365364,,,109302.84542602024,0.0025695436917746953
Wisconsin,45818.242613054215,2020-03-01 to 2020-03-07,No,41.024871416297636,,,2.0166319324282727,,43.62030924550541,217.6074660790827,23.185409987382588,221.63417122080085,,,132337.94912130287,0.13243317569682134
Connecticut,39356.63170557683,2020-03-01 to 2020-03-07,No,46.0773754859318,,,1.388437383634196,,77.96585096073841,11.623759829983417,0.9061970012962433,128.30076949189416,,,102304.36826773254,0.0004885853670092721
Pennsylvania,31530.503914189045,2020-03-01 to 2020-03-07,No,36.19492450231943,,,2.4643261660191915,,41.50510311928901,45.761173052592405,52.69671615759053,200.1691993776231,,,65336.495523984224,0.15548402234554481
Idaho,17615.54351690366,2020-03-01 to 2020-03-07,No,82.08691742358411,,,3.1861345150554765,,62.2206420505439,8193.785679558949,105.12386164364788,39.08727803161063,,,58483.36087930145,0.00434612747225262
Washington,24965.317141300475,2020-03-01 to 2020-03-07,No,24.90555755581383,,,3.4191683774523374,,98.04821914621797,409.6835489302383,2.795072892458749,67.21339274563935,,,57604.31542416107,0.003107153427916564
Maine,5880.98845368082,2020-03-01 to 2020-03-07,No,81.82076321235134,,,3.2845965447676604,,36.47322120886176,3.3571078249090913,0.3084360692920477,11797.494006936591,,,273457.4623136276,0.0008272771381261819
New Mexico,10026.35677700919,2020-03-01 to 2020-03-07,No,55.58964427866047,,,3.0826458916230477,,65.52225531510146,10.767540565041255,0.8493094895961022,109.33956110338185,,,208628.73386073762,0.0007654603348390041
Minnesota,54036.553993815316,2020-03-01 to 2020-03-07,No,79.47754285035118,,,1.286721483623751,,94.55262647809737,92.4075385035875,72.06508149062718,20.94814077774904,,,238502.78389464255,0.13465503227805092
Washington,26803.609355604,2020-03-01 to 2020-03-07,No,47.82176740692759,,,1.9845466620540753,,84.78041745327221,36.94800695238772,109.94029423881078,104.14454991706152,,,79664.10050642729,0.10999360580483365
Nebraska,27749.97361893039,2020-03-01 to 2020-03-07,No,84.79923367063444,,,2.4583534373712643,,36.802632508200496,30.054332402881645,58.71676068883713,37565.370255431335,,,119287.23074850303,0.08889229532322541
Kentucky,42709.438048857235,2020-03-01 to 2020-03-07,No,82.1202567911229,,,6.919566664352162,,81.54197206089466,164.73061577891872,0.48900813323833503,51.96803744361526,,,138528.40279058885,0.00038020402845123153
Kentucky,39041.643233020026,2020-03-01 to 2020-03-07,No,68.60787354636925,,,5.0636801198409245,,79.08800390446922,14.08582375858482,0.5602432575522893,154.03233231506366,,,56987.39230217968,0.0018580686581449908
Oklahoma,46069.75913473971,2020-03-01 to 2020-03-07,No,61.41886877824429,,,1.5806119438423438,,99.25342918170021,1.7569061124759617,102.56597082049774,33.181854247497405,,,290605.16702822706,0.09458541094174666
Alaska,12536.960539836418,2020-03-01 to 2020-03-07,No,68.05444177996371,,,2.0244477820189846,,39.57284638123962,62.50726183801738,2.091285554362845,43.205789495963884,,,199144.79811066197,0.06595632873052112
Florida,46102.0784909216,2020-03-01 to 2020-03-07,No,39.013742893630024,,,3.2639278168348445,,89.60119871537536,33.0929891049632,0.905501416177484,31.70091708057948,,,71535.32284888142,0.0005369154329025135
Idaho,35387.71960448152,2020-03-01 to 2020-03-07,No,75.49981359561961,,,4.695487060736231,,99.34933210116452,441.6768986264244,2.55550440698554,125.85973596929917,,,114577.67035456767,0.004596450436545675
Oregon,41097.59330539202,2020-03-01 to 2020-03-07,No,74.01824373925028,,,3.078839980417771,,84.24194731357385,28.988014331691744,93.52180043176632,57623.834845313075,,,26741.50989031621,0.14966158894032838
Mississippi,19062.00290937188,2020-03-01 to 2020-03-07,No,72.52269990561015,,,6.897948425297783,,81.94355737276668,220.78185577290816,2.8500239566822017,1017.7927177009557,,,9184782.458683131,0.004168698972837493
Alabama,16191.584296324694,2020-03-01 to 2020-03-07,No,39.19452756950653,,,4.7604233585197475,,77.63412072083369,10.369671320861897,0.4539139973151691,224.56677351590454,,,8720440.826121263,0.002582743104068803
New York,4796.905359001553,2020-03-01 to 2020-03-07,No,74.80298709021456,,,7.882881206230358,,78.2817487291085,11276.025963187481,2.475033677922883,189.80659700081753,,,148652.34226043432,0.005918507322153904
Maryland,11043.169574316325,2020-03-01 to 2020-03-07,No,71.40105945551058,,,3.168748200193937,,2.3759708931541272,47.01483641459696,0.7850726225957175,127.18270974808621,,,276195.74587708025,0.0023276053267597564
Missouri,33668.540197104805,2020-03-01 to 2020-03-07,No,75.16335577517383,,,3.5619254786441945,,94.58219486671759,35.851538138185326,2.2159021066403515,127.86952685132376,,,162109.3311544889,0.15989787327228827
Pennsylvania,31112.480014673412,2020-03-01 to 2020-03-07,No,85.40742649584566,,,1.4676195981023985,,71.5109322477925,359.59864699989896,0.5053361454058614,975.0243022216264,,,212375.3571044911,0.00032243832634141866
Kentucky,26104.235043308472,2020-03-01 to 2020-03-07,No,14.84451506269469,,,7.871429248968539,,90.53052893627464,10.177081225900366,0.2906759137900201,828.9157543851859,,,20269.28576806998,0.003023248384468481
Louisiana,3587.130138902602,2020-03-01 to 2020-03-07,No,55.69147547062253,,,3.234722925216104,,66.5391924980812,29.805815068154438,1.861384322759092,114.15012264391595,,,103388.75651733259,0.05139375828801741
Florida,54590.68491532333,2020-03-01 to 2020-03-07,No,39.76831214915749,,,2.4307029604148562,,91.32772863614575,115.7638541560799,26.19661219649588,712.1714337680244,,,167589.00315916317,0.08547192452759696
Virginia,52778.09529483276,2020-03-01 to 2020-03-07,No,58.87234851550403,,,2.0968229148298496,,7.59711594194973,164.01758319693886,2.076885501644421,56.63922106280182,,,339977.8731899698,0.009286742567351798
Utah,35263.812275130054,2020-03-01 to 2020-03-07,No,67.6634316338931,,,2.7602384853878217,,74.13030164731342,127.83759389404784,3.005920257147735,39.097026761610124,,,249182.63477661015,0.0064041292926674005
Kansas,39782.9503429816,2020-03-01 to 2020-03-07,No,46.75908910614043,,,2.057606844689753,,92.1186080325993,36.43530722655741,1.9091375987615242,211.65995559028198,,,588772.4216487365,0.18068451729307378
Virginia,2448.181488002705,2020-03-01 to 2020-03-07,No,12.251565400934815,,,3.2572287952627783,,92.51452483191717,167.57385090005852,80.33190835374279,1074.9467885844447,,,8617438.75269751,0.12590560843158824
Idaho,48225.16071065625,2020-03-01 to 2020-03-07,No,45.35099037051023,,,4.720293112208792,,72.06963556472516,90.22712569220043,0.7612097579149697,363.9776183284296,,,25739.33282218936,0.0017871398469776875
Hawaii,45081.241435761156,2020-03-01 to 2020-03-07,No,41.575054009719146,,,6.347375130613965,,97.80219736551334,179.11463346873217,27.538946200766254,728.3257151291423,,,417155.5955624739,0.10895329070855736
New Mexico,53063.12076678096,2020-03-01 to 2020-03-07,No,17.39738769539173,,,2.6587364799131836,,88.09771010494437,13064.51185950749,76.0958397587417,45.06401325777349,,,9613.15155546889,0.006441944450516223
Tennessee,10058.684480953143,2020-03-01 to 2020-03-07,No,68.3106151518775,,,1.4381188454107316,,98.03440090790612,363.78705343159913,0.43305995073751113,624.4483249676568,,,77347.17036975399,0.0035230317548749623
Ohio,52189.33609995509,2020-03-01 to 2020-03-07,No,64.68000819032964,,,1.647923058077836,,98.45142199457571,182.91410087156493,0.03187237547895516,9.792169821165444,,,231012.50835832473,0.002763721711581009
New Hampshire,48661.4645923621,2020-03-01 to 2020-03-07,No,62.988197329935986,,,4.998348393200197,,93.58001981563476,44.157829451875415,1.4018405420059996,400.32442667217487,,,9842145.927902877,0.175201472256568
Maryland,19558.42619967052,2020-03-01 to 2020-03-07,No,81.48199123967939,,,3.262654662130874,,34.04145387046095,3.5193055830738453,17.072167874250724,120.71977343405752,,,112596.12615248853,0.16455606393757197
Washington,2981.7957617426664,2020-03-01 to 2020-03-07,No,42.15591632562195,,,6.813253073313736,,99.53321944672449,40.88290451277518,0.13244496780559045,63.03086612758942,,,164729.9892238034,0.0026634154587524975
Missouri,38194.75139875275,2020-03-01 to 2020-03-07,No,79.91945087838451,,,1.0810184393279334,,9.932834505456041,102.5545834691616,12.089485073447694,102.89636485504045,,,157606.51489315092,0.12835288624804278
Nebraska,41419.075498042985,2020-03-01 to 2020-03-07,No,61.584534759422205,,,2.5732866325818957,,98.52261848080943,24.0614653434503,71.71334405156848,329.0427272381992,,,5533697.015375371,0.1118871110242961
California,17737.920585413143,2020-03-01 to 2020-03-07,No,77.8450362073824,,,4.600364058347629,,69.27010928411377,124.71811801272443,1.1631124964923159,13.948029899019314,,,81722.59714587485,0.011947488601362428
Florida,10713.598545955321,2020-03-01 to 2020-03-07,No,75.39606330419493,,,2.9551090134819207,,64.18419453936897,65.35322444877971,87.29824710672249,5.954140541301047,,,41468.13870303672,0.1213474835428777
Texas,22811.24166679295,2020-03-01 to 2020-03-07,No,59.24578149797182,,,2.5398220195548586,,57.794131078905316,20.325986464323115,102.60727504934698,26657.870034973555,,,49531.02624533027,0.03983844648851197
Colorado,36427.11401028707,2020-03-01 to 2020-03-07,No,63.63393742247981,,,2.6409429042249477,,34.14153750830826,2.674746877954999,88.93011726567153,75.21844541985152,,,5016987.902304252,0.1415695374201543
Colorado,22100.661303118806,2020-03-01 to 2020-03-07,No,42.240665841207445,,,2.9489535066951764,,83.62322137069056,15.383258593562717,102.95710138400965,203.6710226573858,,,410851.21654612414,0.09968596460157735
Alaska,35443.38336832882,2020-03-01 to 2020-03-07,No,45.00285575213939,,,1.0343573049020698,,98.02559907630824,142.13300538341548,0.8937770960983358,814.2385798059322,,,110004.81574401996,0.0012727653384888423
Pennsylvania,39787.561501179756,2020-03-01 to 2020-03-07,No,83.001084755526,,,7.416152293610186,,61.88230475905161,93.15925976864673,0.9204157208017839,247.93803186696235,,,52836.209987629394,0.0009565720360065274
Kansas,37243.26010022905,2020-03-01 to 2020-03-07,No,71.5766729454582,,,6.324073025897624,,86.79051252910288,432.3209248218287,2.495734569751839,220.6318553556419,,,21104.17118685248,0.004322812376949416
Virginia,36624.66926378198,2020-03-01 to 2020-03-07,No,62.42981209690533,,,3.2956630021328355,,83.71110901992238,179.6307349320149,0.8758677294057043,350.21827531350897,,,125977.8055095378,0.0016605530598183635
Wisconsin,14413.597878466539,2020-03-01 to 2020-03-07,No,75.92226308113038,,,3.269153310432252,,22.57050155745708,19.91389315252628,1.2944704500111714,115.5768340051083,,,149236.9642534762,0.1529402742552245
