Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG,RS
LAD,NL,1998,685,88,0.329,0.406,0.258,0,,,162,,,between 652.0 and 711.0
COL,NL,2007,751,90,0.344,0.451,0.281,1,2.0,4.0,162,0.351,0.457,greater than 775.0
TBR,AL,2007,662,66,0.307,0.372,0.244,0,,,162,0.303,0.366,less than 652.0
NYM,NL,1993,699,59,0.304,0.366,0.239,0,,,162,,,less than 652.0
ATL,NL,2001,691,88,0.329,0.412,0.262,0,,,162,0.324,0.398,between 652.0 and 711.0
MIN,AL,1996,783,78,0.324,0.406,0.261,0,,,162,0.329,0.411,less than 652.0
KCR,AL,2003,761,83,0.328,0.404,0.263,0,,,162,0.332,0.408,between 652.0 and 711.0
CHC,NL,2002,690,67,0.308,0.375,0.247,0,,,162,,,less than 652.0
BAL,AL,1995,722,71,0.313,0.391,0.253,0,,,163,,,less than 652.0
HOU,NL,2006,743,82,0.329,0.408,0.264,0,,,162,0.326,0.401,between 652.0 and 711.0
SDP,NL,2005,708,82,0.323,0.398,0.259,0,,,162,0.318,0.392,less than 652.0
TOR,AL,2009,734,87,0.335,0.422,0.268,0,,,162,0.333,0.415,between 711.0 and 775.0
FLA,NL,2009,761,87,0.335,0.424,0.269,0,,,162,0.331,0.412,between 711.0 and 775.0
STL,NL,2007,693,78,0.313,0.394,0.253,0,,,162,0.308,0.381,less than 652.0
ANA,AL,2008,785,100,0.351,0.456,0.284,1,1.0,4.0,162,0.348,0.451,greater than 775.0
ATL,NL,2008,661,72,0.312,0.384,0.251,0,,,162,0.307,0.376,less than 652.0
MIN,AL,2006,794,96,0.348,0.453,0.282,1,2.0,3.0,162,0.344,0.441,greater than 775.0
KCR,AL,2009,748,65,0.308,0.377,0.247,0,,,162,0.303,0.371,less than 652.0
NYY,AL,2005,718,95,0.336,0.435,0.274,0,,,162,0.333,0.427,greater than 775.0
TEX,AL,2010,732,90,0.338,0.428,0.269,0,,,162,0.335,0.422,between 711.0 and 775.0
BOS,AL,2007,689,96,0.351,0.461,0.286,1,2.0,4.0,162,0.349,0.459,greater than 775.0
