Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG,RS
CHC,NL,2005,761,79,0.325,0.408,0.258,0,,,162,0.313,0.392,between 711.0 and 775.0
STL,NL,1997,714,69,0.324,0.403,0.255,0,,,162,0.309,0.384,less than 652.0
OAK,AL,2006,752,93,0.337,0.435,0.27,1,7.0,4.0,162,0.322,0.413,greater than 775.0
NYM,NL,2002,632,75,0.313,0.375,0.247,0,,,162,0.305,0.362,less than 652.0
CIN,NL,1996,692,81,0.323,0.394,0.253,0,,,162,0.308,0.374,less than 652.0
TOR,AL,1998,733,88,0.332,0.415,0.262,0,,,162,0.318,0.402,between 711.0 and 775.0
CHW,AL,2008,725,89,0.335,0.427,0.268,1,3.0,2.0,162,0.321,0.413,greater than 775.0
WSN,NL,2009,666,59,0.308,0.365,0.245,0,,,162,0.297,0.357,less than 652.0
KCR,AL,1985,746,91,0.336,0.434,0.275,1,2.0,4.0,161,0.325,0.418,greater than 775.0
BOS,AL,2004,720,98,0.342,0.446,0.283,1,4.0,3.0,162,0.328,0.425,greater than 775.0
LAD,NL,2006,694,88,0.334,0.424,0.267,1,5.0,2.0,162,0.321,0.412,greater than 775.0
DET,AL,2007,786,88,0.329,0.422,0.262,0,,,162,0.315,0.406,between 711.0 and 775.0
OAK,AL,1996,743,83,0.327,0.413,0.258,0,,,162,0.313,0.395,between 711.0 and 775.0
NYY,AL,2003,715,101,0.345,0.454,0.285,1,1.0,4.0,162,0.329,0.426,greater than 775.0
SEA,AL,2005,677,69,0.321,0.401,0.253,0,,,162,0.308,0.383,less than 652.0
ATL,NL,2007,733,84,0.333,0.42,0.264,0,,,162,0.319,0.403,between 711.0 and 775.0
CHC,NL,1995,708,73,0.319,0.392,0.251,0,,,162,0.307,0.373,less than 652.0
MIN,AL,2001,738,85,0.329,0.422,0.262,0,,,162,0.315,0.403,between 711.0 and 775.0
LAA,AL,2003,695,77,0.324,0.406,0.258,0,,,162,0.31,0.391,less than 652.0
WSN,NL,2006,682,71,0.317,0.384,0.249,0,,,162,0.306,0.369,less than 652.0
PIT,NL,2004,756,72,0.323,0.402,0.256,0,,,162,0.311,0.387,less than 652.0
SDP,NL,2008,683,63,0.313,0.374,0.247,0,,,162,0.302,0.359,less than 652.0
NYM,NL,2005,749,83,0.329,0.415,0.261,0,,,162,0.316,0.401,between 711.0 and 775.0
BOS,AL,1998,734,92,0.339,0.438,0.277,1,2.0,4.0,162,0.326,0.424,greater than 775.0
CHW,AL,2006,808,90,0.335,0.433,0.268,0,,,162,0.322,0.418,greater than 775.0
HOU,NL,2002,689,84,0.327,0.408,0.258,0,,,162,0.313,0.394,less than 652.0
ATL,NL,2008,692,72,0.323,0.401,0.255,0,,,162,0.308,0.384,less than 652.0
MIL,NL,2007,748,83,0.328,0.414,0.261,0,,,162,0.315,0.401,between 711.0 and 775.0
STL,NL,2009,684,91,0.336,0.429,0.273,1,5.0,2.0,162,0.323,0.415,greater than 775.0
OAK,AL,2004,722,91,0.335,0.426,0.269,1,7.0,3.0,162,0.321,0.414,greater than 775.0
TOR,AL,1999,744,84,0.329,0.418,0.262,0,,,162,0.316,0.403,between 711.0 and 775.0
CHC,NL,2003,729,88,0.332,0.424,0.265,1,3.0,4.0,162,0.319,0.41,greater than 775.0
DET,AL,2009,748,86,0.327,0.422,0.261,0,,,162,0.313,0.406,between 711.0 and 775.0
LAD,NL,2002,652,92,0.335,0.412,0.268,1,2.0,2.0,162,0.322,0.404,greater than 775.0
OAK,AL,1994,687,85,0.329,0.409,0.258,0,,,162,0.316,0.401,between 711.0 and 775.0
STL,NL,2002,743,85,0.341,0.424,0.273,0,,,162,0.329,0.414,greater than 775.0
BOS,AL,1979,692,88,0.338,0.421,0.265,0,,,162,0.324,0.404,between 711.0 and 775.0
CHC,NL,1995,704,79,0.326,0.396,0.258,0,,,162,0.319,0.392,between 711.0 and 775.0
PHI,NL,1982,669,84,0.325,0.383,0.253,0,,,162,0.313,0.381,between 652.0 and 711.0
LAD,NL,1989,630,86,0.329,0.397,0.255,0,,,162,0.316,0.386,between 652.0 and 711.0
KCR,AL,1981,658,84,0.333,0.403,0.262,0,,,162,0.322,0.395,between 711.0 and 775.0
TOR,AL,1996,684,88,0.335,0.414,0.268,0,,,162,0.327,0.402,between 711.0 and 775.0
BAL,AL,1991,696,85,0.329,0.406,0.259,0,,,162,0.319,0.394,between 711.0 and 775.0
TOR,AL,1987,673,84,0.328,0.395,0.258,0,,,162,0.315,0.386,between 652.0 and 711.0
BOS,AL,1967,741,82,0.329,0.415,0.261,0,,,162,0.319,0.401,between 711.0 and 775.0
ANA,AL,1999,749,77,0.339,0.421,0.273,0,,,162,0.329,0.412,greater than 775.0
TOR,AL,1984,625,89,0.329,0.401,0.262,0,,,162,0.316,0.391,between 711.0 and 775.0
PIT,NL,1965,637,90,0.324,0.389,0.255,0,,,162,0.313,0.381,between 652.0 and 711.0
BOS,AL,1972,694,82,0.327,0.403,0.258,0,,,162,0.315,0.394,between 711.0 and 775.0
MIN,AL,1992,759,81,0.329,0.401,0.264,0,,,162,0.319,0.395,between 711.0 and 775.0
FLA,NL,1997,729,80,0.328,0.398,0.257,0,,,162,0.316,0.391,between 652.0 and 711.0
LAD,NL,1976,609,92,0.336,0.413,0.266,0,,,162,0.324,0.404,between 711.0 and 775.0
HOU,NL,1969,783,79,0.329,0.406,0.26,0,,,162,0.315,0.395,between 711.0 and 775.0
ATL,NL,2001,774,84,0.339,0.424,0.269,0,,,162,0.329,0.411,greater than 775.0
MIN,AL,2009,819,66,0.309,0.371,0.248,0,,,162,0.318,0.393,less than 652.0
CAL,AL,1983,723,88,0.329,0.403,0.259,0,,,162,0.318,0.396,between 711.0 and 775.0
PHI,NL,1974,679,82,0.313,0.378,0.246,0,,,162,0.304,0.373,between 652.0 and 711.0
PIT,NL,2005,901,74,0.324,0.407,0.262,0,,,162,0.33,0.414,between 711.0 and 775.0
SDP,NL,1993,872,77,0.335,0.413,0.269,0,,,162,0.324,0.407,greater than 775.0
NYM,NL,1975,633,85,0.327,0.385,0.255,0,,,162,0.313,0.381,between 652.0 and 711.0
BAL,AL,1966,523,97,0.313,0.366,0.238,0,,,162,0.295,0.362,less than 652.0
ANA,AL,2003,751,80,0.329,0.412,0.264,0,,,162,0.319,0.399,between 711.0 and 775.0
NYM,NL,1987,699,88,0.329,0.403,0.259,0,,,162,0.316,0.395,between 711.0 and 775.0
BOS,AL,1969,771,82,0.326,0.412,0.258,0,,,162,0.315,0.401,between 711.0 and 775.0
DET,AL,1988,695,85,0.329,0.409,0.262,0,,,162,0.318,0.396,between 711.0 and 775.0
CHC,NL,2007,684,92,0.333,0.429,0.266,0,,,162,0.323,0.407,greater than 775.0
STL,NL,2006,733,85,0.335,0.423,0.268,0,,,162,0.325,0.412,between 711.0 and 775.0
CLE,AL,1978,714,82,0.326,0.397,0.259,0,,,162,0.313,0.386,between 711.0 and 775.0
BAL,AL,1985,753,85,0.329,0.409,0.261,0,,,162,0.315,0.397,between 711.0 and 775.0
CHW,AL,1971,815,67,0.314,0.375,0.251,0,,,162,0.301,0.376,less than 652.0
PHI,NL,1986,696,85,0.329,0.401,0.258,0,,,162,0.316,0.393,between 711.0 and 775.0
ATL,NL,2003,744,92,0.339,0.429,0.269,0,,,162,0.327,0.412,greater than 775.0
LAD,NL,2004,729,88,0.335,0.423,0.265,0,,,162,0.324,0.405,between 711.0 and 775.0
TBD,AL,2002,929,70,0.336,0.414,0.272,0,,,162,0.326,0.408,between 711.0 and 775.0
SFG,NL,1967,646,91,0.324,0.405,0.258,0,,,162,0.312,0.393,between 711.0 and 775.0
MIN,AL,1976,729,85,0.329,0.409,0.263,0,,,162,0.315,0.398,between 711.0 and 775.0
CLE,AL,2005,785,79,0.329,0.415,0.262,0,,,162,0.319,0.401,between 711.0 and 775.0
TEX,AL,1986,721,80,0.319,0.394,0.255,0,,,162,0.307,0.384,between 652.0 and 711.0
KCR,AL,2001,876,77,0.336,0.423,0.273,0,,,162,0.325,0.41,greater than 775.0
WSA,AL,1973,655,73,0.307,0.361,0.236,0,,,162,0.295,0.366,less than 652.0
CHC,NL,1978,673,84,0.323,0.394,0.254,0,,,162,0.308,0.384,between 652.0 and 711.0
ATL,NL,2007,694,90,0.335,0.424,0.266,0,,,162,0.323,0.403,greater than 775.0
BAL,AL,1979,594,96,0.335,0.414,0.265,0,,,162,0.319,0.401,between 711.0 and 775.0
PHI,NL,1988,673,85,0.329,0.401,0.259,0,,,162,0.316,0.393,between 711.0 and 775.0
NYM,NL,1972,505,83,0.304,0.361,0.235,0,,,162,0.288,0.358,less than 652.0
SDP,NL,1989,646,89,0.327,0.395,0.257,0,,,162,0.312,0.386,between 652.0 and 711.0
CLE,AL,2010,795,76,0.329,0.414,0.262,0,,,162,0.319,0.401,between 711.0 and 775.0
STL,NL,2010,640,92,0.335,0.424,0.267,0,,,162,0.324,0.406,between 711.0 and 775.0
BOS,AL,1975,665,86,0.329,0.408,0.262,0,,,162,0.315,0.397,between 711.0 and 775.0
PIT,NL,1983,676,83,0.324,0.394,0.257,0,,,162,0.308,0.384,between 652.0 and 711.0
CHC,NL,2002,695,91,0.336,0.429,0.268,0,,,162,0.325,0.41,greater than 775.0
BOS,AL,2009,693,85,0.342,0.413,0.267,0,,,162,0.324,0.401,between 711.0 and 775.0
LAD,NL,1982,659,92,0.329,0.394,0.253,0,,,162,0.313,0.388,between 652.0 and 711.0
CHC,NL,2007,744,86,0.335,0.429,0.269,0,,,162,0.329,0.409,greater than 775.0
NYM,NL,1978,601,86,0.319,0.377,0.248,0,,,162,0.302,0.365,between 652.0 and 711.0
STL,NL,1995,721,88,0.333,0.417,0.262,0,,,162,0.316,0.399,between 711.0 and 775.0
OAK,AL,2003,783,78,0.328,0.406,0.258,0,,,162,0.313,0.391,between 711.0 and 775.0
BAL,AL,1989,686,81,0.326,0.393,0.251,0,,,162,0.305,0.373,between 652.0 and 711.0
ATL,NL,2002,726,90,0.336,0.424,0.265,1,2.0,3.0,162,0.319,0.404,greater than 775.0
PHI,NL,1998,683,84,0.329,0.398,0.257,0,,,162,0.309,0.381,between 711.0 and 775.0
