Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG,RS
BOS,AL,1979,672,85,0.335,0.381,0.265,0,,,162,,,between 652.0 and 711.0
CHC,NL,1995,636,80,0.31,0.369,0.256,0,,,162,,,less than 652.0
NYM,NL,1988,691,90,0.323,0.375,0.26,0,,,162,,,between 652.0 and 711.0
BAL,AL,1972,513,93,0.308,0.357,0.227,0,,,162,,,less than 652.0
BAL,AL,2011,886,71,0.335,0.433,0.27,0,,,161,0.364,0.438,greater than 775.0
CLE,AL,1978,719,79,0.329,0.397,0.262,0,,,159,,,between 652.0 and 711.0
BAL,AL,1990,780,75,0.329,0.401,0.26,0,,,162,,,between 652.0 and 711.0
BOS,AL,2010,668,96,0.365,0.447,0.281,1,1.0,1.0,162,0.317,0.398,greater than 775.0
PIT,NL,2012,904,69,0.323,0.407,0.26,0,,,162,0.365,0.457,between 711.0 and 775.0
PHI,NL,1986,704,83,0.334,0.412,0.267,0,,,162,,,between 711.0 and 775.0
LAD,NL,2003,739,88,0.343,0.433,0.258,0,,,162,0.335,0.413,greater than 775.0
TBD,AL,2001,934,70,0.345,0.416,0.275,0,,,162,0.374,0.453,between 711.0 and 775.0
MIN,AL,1990,853,74,0.328,0.433,0.264,0,,,162,,,between 711.0 and 775.0
STL,NL,2013,701,93,0.342,0.429,0.274,1,7.0,1.0,162,0.322,0.403,between 711.0 and 775.0
KCR,AL,2000,830,69,0.335,0.412,0.265,0,,,161,,,between 711.0 and 775.0
SFG,NL,1967,654,90,0.319,0.418,0.26,0,,,162,,,between 711.0 and 775.0
DET,AL,2002,905,70,0.329,0.448,0.262,0,,,161,0.352,0.456,between 711.0 and 775.0
BOS,AL,1991,838,80,0.355,0.435,0.281,0,,,162,,,greater than 775.0
BOS,AL,2004,755,84,0.336,0.443,0.268,0,,,161,0.331,0.399,between 711.0 and 775.0
KCR,AL,2003,944,65,0.351,0.438,0.285,0,,,161,0.369,0.459,greater than 775.0
CHC,NL,2006,677,90,0.329,0.464,0.27,0,,,162,0.324,0.401,greater than 775.0
PHI,NL,1985,647,90,0.331,0.378,0.251,1,4.0,2.0,163,,,between 652.0 and 711.0
SFG,NL,1991,682,92,0.327,0.433,0.262,1,3.0,3.0,162,,,greater than 775.0
MIN,AL,1983,692,75,0.33,0.381,0.268,0,,,162,,,between 652.0 and 711.0
STL,NL,2010,654,93,0.335,0.421,0.265,1,6.0,4.0,162,0.322,0.394,between 711.0 and 775.0
TBD,AL,2006,853,72,0.323,0.411,0.26,0,,,161,0.345,0.443,between 711.0 and 775.0
PIT,NL,1983,658,84,0.324,0.393,0.267,0,,,162,,,between 652.0 and 711.0
LAD,NL,1987,621,92,0.322,0.385,0.252,1,3.0,3.0,163,,,between 652.0 and 711.0
