Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG,RS
MON,NL,2001,704,88,0.328,0.407,0.258,0,,,162,0.325,0.421,between 711.0 and 775.0
OAK,AL,1968,645,88,0.323,0.383,0.252,0,,,162,,,between 652.0 and 711.0
PHI,NL,2005,779,88,0.341,0.442,0.273,1,2.0,4.0,162,0.336,0.454,greater than 775.0
DET,AL,1979,736,85,0.329,0.404,0.27,0,,,161,,,between 711.0 and 775.0
OAK,AL,1976,632,87,0.327,0.384,0.258,0,,,162,,,between 652.0 and 711.0
SDP,NL,1973,734,76,0.316,0.376,0.246,0,,,162,,,between 652.0 and 711.0
CLE,AL,1995,764,100,0.347,0.454,0.279,1,1.0,4.0,161,0.329,0.426,greater than 775.0
LAD,NL,1979,604,79,0.328,0.384,0.258,0,,,162,,,less than 652.0
CAL,AL,1993,648,71,0.313,0.36,0.248,0,,,162,,,between 652.0 and 711.0
HOU,NL,2000,675,72,0.324,0.385,0.252,0,,,162,0.328,0.399,between 652.0 and 711.0
SDP,NL,1990,637,75,0.319,0.378,0.251,0,,,162,,,between 652.0 and 711.0
HOU,NL,2007,794,73,0.332,0.402,0.256,0,,,162,0.328,0.424,between 711.0 and 775.0
BOS,AL,1969,630,86,0.319,0.373,0.249,0,,,162,,,between 652.0 and 711.0
SDP,NL,2002,808,82,0.335,0.403,0.253,0,,,162,0.329,0.449,between 711.0 and 775.0
CHC,NL,1997,759,78,0.324,0.401,0.255,0,,,162,,,between 711.0 and 775.0
WSN,NL,2009,825,59,0.323,0.373,0.252,0,,,161,0.33,0.437,less than 652.0
MIN,AL,1969,555,86,0.306,0.364,0.242,0,,,162,,,less than 652.0
CLE,AL,1986,776,84,0.333,0.403,0.267,0,,,163,,,between 711.0 and 775.0
CLE,AL,2004,781,80,0.329,0.413,0.262,0,,,162,0.328,0.427,between 652.0 and 711.0
KCR,AL,1992,723,81,0.328,0.399,0.268,0,,,161,,,between 652.0 and 711.0
NYM,NL,1972,628,83,0.321,0.364,0.246,0,,,162,,,between 652.0 and 711.0
CLE,AL,2011,764,81,0.329,0.406,0.258,0,,,162,0.329,0.424,between 711.0 and 775.0
MIN,AL,1985,694,77,0.324,0.394,0.262,0,,,162,,,between 711.0 and 775.0
CLE,AL,2008,689,97,0.333,0.424,0.269,1,1.0,3.0,162,0.322,0.409,greater than 775.0
NYM,NL,1964,775,53,0.294,0.324,0.231,0,,,162,,,less than 652.0
TOR,AL,2013,794,74,0.323,0.414,0.252,0,,,162,0.329,0.439,between 711.0 and 775.0
DET,AL,2003,863,43,0.291,0.354,0.238,0,,,161,0.33,0.446,less than 652.0
KCR,AL,1986,686,76,0.316,0.384,0.261,0,,,162,,,between 652.0 and 711.0
SFG,NL,1999,785,86,0.329,0.413,0.256,0,,,162,,,greater than 775.0
NYY,AL,1984,694,87,0.328,0.403,0.265,0,,,162,,,between 711.0 and 775.0
BAL,AL,2012,860,69,0.319,0.414,0.257,0,,,162,0.329,0.453,between 652.0 and 711.0
KCR,AL,2010,843,67,0.319,0.406,0.259,0,,,162,0.329,0.425,between 652.0 and 711.0
SFG,NL,2001,747,90,0.343,0.451,0.277,1,2.0,4.0,162,0.329,0.418,greater than 775.0
DET,AL,2007,714,88,0.324,0.435,0.267,0,,,162,0.323,0.409,between 711.0 and 775.0
LAA,AL,1965,661,70,0.309,0.355,0.251,0,,,161,,,less than 652.0
SDP,NL,2010,781,90,0.329,0.406,0.256,0,,,162,0.327,0.429,between 711.0 and 775.0
MIN,AL,1990,756,74,0.324,0.388,0.255,0,,,162,,,between 652.0 and 711.0
STL,NL,1993,616,83,0.321,0.373,0.252,0,,,162,,,between 652.0 and 711.0
SFG,NL,2007,779,71,0.323,0.401,0.255,0,,,161,0.326,0.413,between 711.0 and 775.0
NYM,NL,1990,598,91,0.314,0.384,0.246,0,,,162,,,between 652.0 and 711.0
SDP,NL,1986,657,74,0.313,0.366,0.248,0,,,162,,,between 652.0 and 711.0
