X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
6,3,mar,sat,90.6,50.1,100.4,7.8,15.2,31,8.5,0.0,between 0.52 and 6.57
4,5,aug,thu,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,between 0.0 and 0.52
6,4,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,greater than 6.57
2,2,feb,mon,84.0,9.3,34.0,2.1,13.9,40,5.4,0.0,between 0.0 and 0.52
2,2,sep,sat,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,greater than 6.57
1,5,sep,mon,90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,greater than 6.57
5,4,sep,wed,92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,between 0.52 and 6.57
5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,greater than 6.57
9,9,feb,thu,84.2,6.8,26.6,7.7,6.7,79,3.1,0.0,between 0.0 and 0.52
2,4,sep,sat,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,between 0.52 and 6.57
4,5,sep,thu,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,greater than 6.57
4,5,jan,sun,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,between 0.0 and 0.52
4,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,between 0.0 and 0.52
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,between 0.0 and 0.52
6,3,sep,fri,88.6,69.7,706.8,5.8,20.6,37,1.8,0.0,between 0.0 and 0.52
3,5,mar,tue,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,between 0.0 and 0.52
3,4,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,between 0.52 and 6.57
2,2,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,between 0.0 and 0.52
4,3,sep,tue,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,between 0.52 and 6.57
4,4,jul,tue,79.5,60.6,366.7,1.5,23.3,37,3.1,0.0,between 0.0 and 0.52
1,3,sep,sun,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,greater than 6.57
3,5,sep,fri,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,between 0.0 and 0.52
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,greater than 6.57
5,6,sep,wed,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,between 0.0 and 0.52
4,5,mar,fri,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,between 0.0 and 0.52
2,4,aug,tue,94.8,108.3,647.1,17.0,20.1,40,4.0,0.0,between 0.0 and 0.52
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,between 0.52 and 6.57
4,4,sep,mon,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,between 0.52 and 6.57
7,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,greater than 6.57
3,4,mar,fri,91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,between 0.0 and 0.52
3,5,mar,tue,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,between 0.0 and 0.52
4,5,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,between 0.52 and 6.57
2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,between 0.52 and 6.57
7,4,sep,fri,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,between 0.52 and 6.57
2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,between 0.0 and 0.52
6,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,greater than 6.57
8,6,mar,fri,91.7,33.3,77.5,9.0,8.3,97,4.0,0.2,between 0.0 and 0.52
4,5,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,between 0.0 and 0.52
3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,greater than 6.57
