X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,between 0.52 and 6.57
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,greater than 6.57
5,5,mar,sat,91.7,35.8,80.8,7.8,15.1,27,5.4,0.0,between 0.0 and 0.52
8,6,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,greater than 6.57
6,5,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,between 0.52 and 6.57
8,6,aug,thu,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,between 0.52 and 6.57
2,4,sep,mon,63.5,70.8,665.3,0.8,22.6,38,3.6,0.0,greater than 6.57
2,2,aug,wed,92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,between 0.52 and 6.57
4,5,jan,sun,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,between 0.0 and 0.52
6,5,jun,mon,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,between 0.0 and 0.52
6,5,sep,tue,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,greater than 6.57
9,9,jul,tue,85.8,48.3,313.4,3.9,18.0,42,2.7,0.0,between 0.0 and 0.52
5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,between 0.0 and 0.52
4,5,mar,fri,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,between 0.0 and 0.52
6,3,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,between 0.52 and 6.57
4,4,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,between 0.0 and 0.52
2,4,aug,mon,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,between 0.52 and 6.57
2,2,aug,mon,91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,between 0.0 and 0.52
7,4,sep,mon,90.9,126.5,686.5,7.0,19.4,48,1.3,0.0,between 0.0 and 0.52
4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,between 0.0 and 0.52
4,5,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,between 0.52 and 6.57
5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,greater than 6.57
3,5,sep,fri,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,between 0.0 and 0.52
3,4,sep,sun,89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,between 0.0 and 0.52
2,5,jul,sat,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,between 0.0 and 0.52
