X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,between 0.52 and 6.57
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,greater than 6.57
5,5,mar,sat,91.7,35.8,80.8,7.8,15.1,27,5.4,0.0,between 0.0 and 0.52
8,6,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,greater than 6.57
6,5,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,between 0.52 and 6.57
8,6,aug,thu,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,between 0.52 and 6.57
2,4,sep,mon,63.5,70.8,665.3,0.8,22.6,38,3.6,0.0,greater than 6.57
2,2,aug,wed,92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,between 0.52 and 6.57
4,5,jan,sun,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,between 0.0 and 0.52
6,5,jun,mon,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,between 0.0 and 0.52
6,5,sep,tue,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,greater than 6.57
9,9,jul,tue,85.8,48.3,313.4,3.9,18.0,42,2.7,0.0,between 0.0 and 0.52
5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,between 0.0 and 0.52
4,5,mar,fri,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,between 0.0 and 0.52
6,3,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,between 0.52 and 6.57
4,4,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,between 0.0 and 0.52
2,4,aug,mon,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,between 0.52 and 6.57
2,2,aug,mon,91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,between 0.0 and 0.52
7,4,sep,mon,90.9,126.5,686.5,7.0,19.4,48,1.3,0.0,between 0.0 and 0.52
4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,between 0.0 and 0.52
4,5,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,between 0.52 and 6.57
5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,greater than 6.57
3,5,sep,fri,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,between 0.0 and 0.52
3,4,sep,sun,89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,between 0.0 and 0.52
2,5,jul,sat,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,between 0.0 and 0.52
3,4,feb,wed,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,between 0.52 and 6.57
4,4,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,greater than 6.57
2,5,aug,thu,87.5,77.0,694.8,5.0,22.3,46,4.0,0.0,between 0.0 and 0.52
4,3,aug,sun,90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,between 0.0 and 0.52
6,3,aug,thu,91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,greater than 6.57
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,between 0.52 and 6.57
6,5,aug,tue,94.3,131.7,607.1,22.7,19.4,55,4.0,0.0,between 0.0 and 0.52
4,5,sep,fri,94.3,85.1,692.3,15.9,17.7,37,3.6,0.0,between 0.0 and 0.52
4,5,mar,thu,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,between 0.0 and 0.52
7,5,aug,sat,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,between 0.0 and 0.52
5,4,sep,wed,92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,between 0.52 and 6.57
3,4,jul,mon,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,between 0.0 and 0.52
4,3,aug,wed,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,between 0.0 and 0.52
3,4,aug,sun,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,between 0.0 and 0.52
4,5,feb,sun,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,greater than 6.57
2,4,sep,wed,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,between 0.52 and 6.57
4,3,aug,thu,91.7,114.3,661.3,6.3,17.6,45,3.6,0.0,between 0.0 and 0.52
2,2,aug,tue,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,between 0.0 and 0.52
1,4,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,greater than 6.57
6,5,mar,thu,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,greater than 6.57
4,5,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,between 0.0 and 0.52
1,4,sep,sun,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,between 0.52 and 6.57
7,5,sep,tue,91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,greater than 6.57
4,5,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,greater than 6.57
4,4,aug,sat,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,between 0.0 and 0.52
3,4,aug,sun,91.4,142.4,601.4,10.6,11.6,87,4.5,0.0,between 0.0 and 0.52
2,2,sep,sat,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,greater than 6.57
4,4,sep,wed,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,between 0.52 and 6.57
2,5,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,between 0.52 and 6.57
4,3,may,fri,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,greater than 6.57
1,2,sep,thu,92.9,137.0,706.4,9.2,25.4,27,2.2,0.0,between 0.0 and 0.52
8,6,aug,sun,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,between 0.0 and 0.52
2,5,sep,tue,91.0,129.5,692.6,7.0,17.6,46,3.1,0.0,greater than 6.57
3,6,sep,sun,92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,between 0.0 and 0.52
4,3,jul,thu,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,between 0.52 and 6.57
3,4,sep,mon,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,between 0.0 and 0.52
6,6,jul,mon,94.2,62.3,442.9,11.0,23.0,36,3.1,0.0,between 0.0 and 0.52
3,4,feb,sat,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,between 0.0 and 0.52
7,4,mar,sun,90.7,44.0,92.4,5.5,11.5,60,4.0,0.0,greater than 6.57
5,5,aug,sun,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,between 0.0 and 0.52
6,5,sep,tue,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,between 0.52 and 6.57
1,2,sep,sun,93.5,149.3,728.6,8.1,25.3,36,3.6,0.0,between 0.0 and 0.52
7,4,oct,mon,91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,greater than 6.57
8,6,sep,tue,91.0,129.5,692.6,7.0,13.1,63,5.4,0.0,between 0.0 and 0.52
8,5,aug,wed,93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,between 0.0 and 0.52
2,2,aug,thu,91.7,114.3,661.3,6.3,18.6,44,4.5,0.0,between 0.0 and 0.52
5,4,aug,tue,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,between 0.52 and 6.57
7,4,sep,wed,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,between 0.0 and 0.52
6,5,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,greater than 6.57
8,6,aug,sun,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,between 0.0 and 0.52
5,4,sep,mon,91.8,78.5,724.3,9.2,19.1,38,2.7,0.0,between 0.0 and 0.52
7,4,oct,tue,90.6,35.4,669.1,6.7,18.0,33,0.9,0.0,between 0.0 and 0.52
1,4,aug,sat,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,between 0.0 and 0.52
2,5,aug,wed,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,between 0.52 and 6.57
6,5,mar,fri,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,greater than 6.57
8,6,dec,wed,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,greater than 6.57
4,4,apr,fri,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,between 0.0 and 0.52
6,3,sep,fri,88.6,69.7,706.8,5.8,20.6,37,1.8,0.0,between 0.0 and 0.52
4,4,sep,thu,92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,between 0.0 and 0.52
2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,between 0.52 and 6.57
1,2,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,between 0.0 and 0.52
2,2,sep,fri,92.4,117.9,668.0,12.2,19.6,33,5.4,0.0,between 0.0 and 0.52
4,4,mar,fri,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,between 0.0 and 0.52
4,5,sep,tue,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,between 0.52 and 6.57
