F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
11679.29,3433.53,0.31011,117.431,1652107.499,180.981,4981.87,63.0,30.6305,between 2.305 and 5.03
10677.92,3016.13,0.29219,99.5212,1507019.758,162.881,4338.56,54.0,33.8194,between 2.305 and 5.03
10462.87,2925.34,0.28355,94.7539,1468237.349,158.921,4221.29,53.0,34.5376,between 2.305 and 5.03
13455.65,4251.94,0.36285,162.201,1963273.381,220.899,5635.39,87.0,24.8775,between 2.305 and 5.03
11985.48,3599.36,0.32949,128.761,1715643.699,200.759,5149.26,72.0,28.2392,between 2.305 and 5.03
11064.54,3134.49,0.29887,105.639,1573650.451,170.041,4839.74,60.0,32.3105,between 2.305 and 5.03
9918.49,2772.77,0.28063,91.6111,1402405.661,155.399,4094.33,51.0,35.3512,between 2.305 and 5.03
12818.27,4009.64,0.34894,151.549,1858313.609,212.799,5481.94,82.0,26.3518,between 2.305 and 5.03
11641.63,3398.44,0.30861,115.341,1645959.201,179.551,4995.54,66.0,30.7042,between 2.305 and 5.03
10722.55,3022.41,0.28981,100.841,1517631.198,164.551,4434.39,58.0,33.6629,between 2.305 and 5.03
10344.31,2892.97,0.28435,95.2019,1456053.769,160.011,4223.68,55.0,34.6221,between 2.305 and 5.03
13592.95,4316.29,0.36141,160.409,1984231.619,221.419,5656.44,86.0,24.9739,between 2.305 and 5.03
12487.58,3811.19,0.33938,142.909,1794218.649,209.011,5245.95,75.0,27.4039,between 2.305 and 5.03
11099.91,3158.38,0.30455,108.201,1591850.881,173.181,4916.59,64.0,32.1923,between 2.305 and 5.03
9641.19,3429.81,0.27259,104.761,1402241.28,148.351,3945.61,53.0,35.4672,greater than 13.379
7231.48,2839.19,0.30521,65.1814,1034305.81,106.684,3419.14,75.0,37.9815,between 5.03 and 13.379
11985.8,4548.74,0.29348,151.862,1694308.49,189.721,4595.95,98.0,30.1744,between 5.03 and 13.379
8229.34,2461.13,0.25835,83.1154,1142822.71,122.219,3652.18,31.0,37.7396,less than 2.305
9356.64,3248.52,0.36228,97.4508,1304104.28,137.482,3823.61,46.0,34.6958,greater than 13.379
10517.9,3699.58,0.28321,114.395,1511339.53,157.831,4292.41,69.0,33.4089,between 2.305 and 5.03
6110.53,1918.32,0.19221,56.5494,848654.825,88.1328,2893.25,24.0,41.4316,between 2.305 and 5.03
14259.8,5037.19,0.31631,184.751,2064825.41,233.781,4921.94,85.0,26.6313,greater than 13.379
12317.3,4205.89,0.30059,129.531,1731013.62,169.497,4538.75,51.0,30.4932,between 5.03 and 13.379
7562.48,1963.41,0.22484,80.3606,1044939.53,110.625,3513.44,40.0,37.2995,less than 2.305
10627.7,3823.93,0.34139,103.889,1502356.36,152.101,4208.19,60.0,31.9619,between 2.305 and 5.03
9994.85,3519.85,0.31321,108.197,1431144.64,143.565,3935.54,48.0,34.4368,between 5.03 and 13.379
11247.9,4018.85,0.28159,124.139,1601089.39,165.781,4463.24,71.0,29.3954,greater than 13.379
8773.81,3035.79,0.24941,92.6303,1242255.45,130.349,3735.15,34.0,36.4891,between 2.305 and 5.03
10391.4,3369.47,0.29641,115.395,1484938.91,157.269,4251.19,56.0,32.7669,between 5.03 and 13.379
14951.9,5239.17,0.33135,187.396,2151506.56,245.819,4987.53,92.0,25.9358,greater than 13.379
9620.19,3139.79,0.27825,101.629,1366889.48,141.549,3888.43,47.0,35.1612,between 2.305 and 5.03
12410.3,4369.14,0.31529,134.832,1795658.48,176.199,4639.43,63.0,28.4695,greater than 13.379
10152.2,3643.69,0.30478,109.662,1459632.61,155.457,4158.66,58.0,32.7812,less than 2.305
9781.84,3268.43,0.28919,103.425,1389613.29,143.628,3902.11,50.0,34.5258,between 5.03 and 13.379
15380.4,5488.75,0.34256,197.382,2216744.39,262.531,5048.34,101.0,24.4219,greater than 13.379
9449.57,3085.43,0.27024,100.139,1339078.64,140.977,3815.17,43.0,35.9834,between 2.305 and 5.03
6982.33,2223.19,0.23342,63.3243,958247.155,102.491,3156.49,28.0,39.6232,between 2.305 and 5.03
10028.4,3466.79,0.29219,107.442,1432342.69,149.631,4004.19,54.0,33.3491,greater than 13.379
13255.9,4579.17,0.32741,149.861,1925972.62,186.555,4729.55,82.0,27.6279,between 5.03 and 13.379
11569.6,4035.33,0.29922,129.654,1657963.49,170.821,4523.29,64.0,29.8533,greater than 13.379
12621.4,4455.29,0.32251,145.587,1881296.84,185.201,4697.27,76.0,27.3944,greater than 13.379
10841.4,3842.36,0.30689,117.499,1570092.19,162.649,4385.64,67.0,30.9975,between 2.305 and 5.03
8213.51,2728.44,0.25188,84.8471,1154394.22,123.413,3709.59,36.0,37.3745,less than 2.305
14235.6,5133.26,0.34059,182.699,2079265.64,238.931,4995.19,93.0,25.7568,greater than 13.379
11766.4,4234.67,0.31359,136.594,1703824.65,176.599,4613.29,72.0,28.8305,between 5.03 and 13.379
15702.6,5709.93,0.34973,205.551,2314568.61,262.919,5192.92,108.0,23.9934,between 5.03 and 13.379
12150.3,4375.33,0.32922,148.531,1854429.28,187.921,4767.29,81.0,27.2419,greater than 13.379
13824.9,4948.87,0.33618,171.429,2028243.14,230.419,5087.81,96.0,25.3992,between 5.03 and 13.379
9810.85,3292.87,0.28043,102.731,1402494.82,143.671,3915.99,49.0,35.1971,between 2.305 and 5.03
14965.8,5315.99,0.34418,192.658,2190011.92,253.341,5071.46,100.0,24.9931,greater than 13.379
12741.8,4563.36,0.33125,151.111,1921052.59,194.209,4835.14,86.0,26.8822,greater than 13.379
11265.9,4048.62,0.30731,126.235,1642501.49,170.463,4566.44,70.0,29.6849,between 5.03 and 13.379
14517.3,5227.15,0.34183,187.535,2143993.61,244.119,5149.35,94.0,25.5343,greater than 13.379
13090.6,4719.24,0.33537,158.311,1964147.68,204.531,5013.81,90.0,26.3021,between 2.305 and 5.03
10140.3,3625.18,0.29452,109.361,1461239.19,155.201,4201.71,59.0,32.9604,between 2.305 and 5.03
8931.44,3047.56,0.26536,95.7345,1262552.91,135.521,3721.44,45.0,36.2256,between 5.03 and 13.379
12395.5,4435.22,0.32215,144.549,1854016.03,187.321,4744.78,83.0,27.7465,greater than 13.379
10591.8,3798.87,0.30335,116.391,1532195.22,161.029,4322.48,66.0,31.249,less than 2.305
9401.59,3195.44,0.27628,100.401,1343443.51,142.993,3853.51,52.0,35.4314,between 2.305 and 5.03
11836.4,4199.46,0.31027,134.761,1721457.94,175.587,4607.22,79.0,28.9753,greater than 13.379
14834.9,5299.54,0.34585,192.298,2194565.55,254.655,5133.21,103.0,24.8092,greater than 13.379
12752.4,4642.15,0.33333,153.339,1941972.49,198.235,4904.81,91.0,26.539,greater than 13.379
14197.7,5122.99,0.34078,184.811,2105942.94,245.021,5151.11,99.0,25.1938,greater than 13.379
15211.8,5524.51,0.34893,201.459,2284795.15,265.201,5234.67,107.0,23.9324,between 5.03 and 13.379
9639.73,3253.38,0.28671,103.589,1391953.68,146.729,3946.85,54.0,34.5763,greater than 13.379
14462.2,5258.35,0.34294,191.956,2174635.71,258.489,5214.25,105.0,24.5912,greater than 13.379
12557.5,4534.92,0.32973,151.352,1924938.01,200.593,4909.89,93.0,26.4493,greater than 13.379
11039.3,3963.67,0.30785,122.419,1611363.58,166.651,4469.94,78.0,30.3839,between 2.305 and 5.03
11448.7,4122.36,0.30291,129.643,1691741.21,175.107,4631.74,85.0,28.9935,greater than 13.379
12064.2,4358.19,0.31945,143.589,1837999.29,189.869,4824.15,92.0,27.3628,greater than 13.379
9555.44,3239.33,0.28307,101.823,1368379.29,143.973,3905.85,53.0,35.2533,between 2.305 and 5.03
13338.6,4819.41,0.33892,165.917,2037956.18,214.789,5088.39,101.0,25.7762,greater than 13.379
10853.9,3879.51,0.30439,118.791,1602555.36,164.429,4521.51,81.0,30.2218,between 2.305 and 5.03
9678.21,3352.31,0.28049,104.357,1413995.15,149.011,3993.95,56.0,33.5558,between 5.03 and 13.379
13966.9,5083.28,0.34616,184.221,2151213.41,246.401,5199.23,104.0,24.9764,greater than 13.379
10215.9,3599.72,0.29644,111.661,1492502.91,159.409,4287.68,71.0,32.2561,between 2.305 and 5.03
12936.6,4712.54,0.33513,160.781,2017158.41,212.955,5073.45,101.0,25.8198,greater than 13.379
15465.4,5639.33,0.35185,209.731,2392454.81,276.921,5358.29,115.0,23.6884,between 5.03 and 13.379
9313.17,3134.68,0.27526,99.4422,1314457.38,141.335,3792.64,48.0,35.8045,between 2.305 and 5.03
15849.2,5853.38,0.35342,216.569,2486710.27,287.851,5480.31,118.0,23.5178,greater than 13.379
12498.3,4538.25,0.33069,151.895,1929211.33,202.509,4965.17,98.0,26.3974,greater than 13.379
14115.9,5153.78,0.34658,193.429,2206890.49,262.369,5275.99,112.0,24.6441,greater than 13.379
