longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-117.51,34.04,36,2226.0,463.0,1382.0,396.0,3.8641,between 179700.0 and 264725.0
-122.35,37.88,50,2355.0,413.0,1122.0,381.0,4.0955,between 179700.0 and 264725.0
-118.3,34.12,33,2834.0,615.0,1698.0,535.0,2.5976,greater than 264725.0
-121.47,37.81,37,2451.0,509.0,1521.0,463.0,3.9155,between 119600.0 and 179700.0
-119.36,36.59,25,2653.0,558.0,1583.0,492.0,3.0517,less than 119600.0
-117.45,34.0,38,2091.0,451.0,1343.0,386.0,3.8193,between 179700.0 and 264725.0
-122.41,37.95,52,2241.0,371.0,1068.0,361.0,3.7551,greater than 264725.0
-118.46,34.22,32,2921.0,630.0,1791.0,549.0,2.6259,between 119600.0 and 179700.0
-121.29,37.74,42,2805.0,607.0,1743.0,529.0,3.4925,greater than 264725.0
-117.54,34.05,40,2261.0,475.0,1414.0,405.0,3.8593,between 179700.0 and 264725.0
-122.37,37.89,50,2371.0,422.0,1134.0,384.0,4.0892,between 179700.0 and 264725.0
-118.28,34.11,38,2854.0,625.0,1712.0,537.0,2.6039,greater than 264725.0
-121.45,37.79,41,2478.0,521.0,1541.0,467.0,3.9111,between 119600.0 and 179700.0
